BMI,Gender,Age,Fitness_Level,Goal,Exercise
28.3,Female,31,Intermediate,Endurance,Cycling (Outdoor)
30.2,Female,47,Intermediate,Endurance,Kettlebell Clean & Press
26.7,Female,39,Intermediate,Flexibility,Deep Squat Hold
26.5,Female,59,Intermediate,Fat Loss,Running (Treadmill)
21.9,Female,57,Beginner,Flexibility,Forward Fold
25.7,Male,30,Intermediate,Flexibility,Spiderman Stretch
16.7,Female,20,Intermediate,Endurance,Plank
27.5,Male,35,Advanced,Fat Loss,Dumbbell Lunges
27.1,Female,20,Advanced,Endurance,Plank
16.8,Female,59,Intermediate,Fat Loss,Elliptical Trainer
24.4,Female,47,Advanced,Strength,T-Bar Row
17.9,Male,58,Advanced,Strength,Dumbbell Rows
24.4,Female,47,Advanced,Strength,T-Bar Row
17.9,Male,58,Advanced,Strength,Dumbbell Rows
23.4,Male,19,Advanced,Flexibility,Deep Squat Hold
26.7,Female,39,Intermediate,Flexibility,Spiderman Stretch
26.0,Male,58,Intermediate,Flexibility,Cat-Cow Stretch
30.2,Female,55,Advanced,Strength,Lat Pulldown
32.2,Male,55,Advanced,Flexibility,Child's Pose
33.1,Male,19,Advanced,Flexibility,Deep Squat Hold
29.6,Male,58,Beginner,Strength,Barbell Squat
18.9,Male,30,Intermediate,Strength,Lat Pulldown
31.5,Male,27,Intermediate,Endurance,Air Squats
28.0,Female,56,Intermediate,Flexibility,Hamstring Stretch (Standing)
26.5,Female,25,Advanced,Flexibility,Child's Pose
25.7,Male,55,Intermediate,Endurance,Air Squats
22.7,Female,34,Beginner,Endurance,Kettlebell Clean & Press
22.9,Male,30,Intermediate,Fat Loss,Step Ups
31.2,Female,25,Beginner,Strength,Pull Ups
24.2,Female,35,Advanced,Endurance,Kettlebell Clean & Press
24.5,Female,18,Advanced,Fat Loss,Mountain Climbers
18.8,Male,33,Beginner,Strength,Deadlift
24.4,Male,25,Advanced,Strength,Deadlift
32.4,Male,50,Advanced,Endurance,Wall Sit
24.6,Female,56,Beginner,Fat Loss,Jumping Jacks
28.5,Male,58,Beginner,Endurance,Air Squats
19.0,Female,27,Intermediate,Flexibility,Forward Fold
17.9,Female,45,Beginner,Endurance,Wall Sit
22.3,Female,60,Beginner,Strength,Barbell Squat
26.6,Male,56,Advanced,Fat Loss,Jumping Jacks
19.6,Male,52,Intermediate,Endurance,Plank
34.0,Female,33,Beginner,Fat Loss,Mountain Climbers
18.6,Male,27,Beginner,Strength,T-Bar Row
31.5,Female,24,Beginner,Flexibility,Cat-Cow Stretch
17.9,Female,35,Advanced,Flexibility,Hamstring Stretch (Standing)
27.6,Male,58,Advanced,Endurance,Wall Sit
17.0,Male,53,Intermediate,Endurance,Push Ups
17.8,Female,31,Intermediate,Strength,Machine Leg Extension
17.3,Female,54,Beginner,Fat Loss,Elliptical Trainer
33.1,Male,19,Advanced,Flexibility,Pigeon Pose
23.5,Male,18,Beginner,Endurance,Push Ups
24.1,Male,21,Advanced,Endurance,Battle Ropes
20.7,Male,45,Advanced,Endurance,Battle Ropes
22.5,Male,31,Advanced,Strength,Machine Leg Extension
30.1,Male,19,Intermediate,Flexibility,Shoulder Pass-Throughs
31.1,Male,52,Advanced,Strength,Deadlift
22.6,Male,33,Beginner,Flexibility,Spiderman Stretch
21.7,Male,55,Beginner,Endurance,Battle Ropes
30.8,Female,27,Beginner,Flexibility,Cat-Cow Stretch
27.4,Female,56,Advanced,Endurance,Plank
28.1,Male,56,Intermediate,Fat Loss,Jumping Jacks
31.2,Male,36,Intermediate,Fat Loss,Dumbbell Lunges
23.5,Male,18,Beginner,Endurance,Push Ups
19.9,Male,22,Intermediate,Strength,Dumbbell Rows
30.2,Female,55,Beginner,Strength,Lat Pulldown
30.1,Male,48,Intermediate,Fat Loss,Jumping Jacks
30.3,Female,60,Advanced,Fat Loss,Elliptical Trainer
34.3,Female,36,Beginner,Endurance,Push Ups
16.8,Female,59,Intermediate,Fat Loss,Dumbbell Lunges
17.1,Female,33,Advanced,Strength,T-Bar Row
31.2,Male,36,Intermediate,Fat Loss,Jump Rope
29.5,Female,27,Intermediate,Flexibility,Pigeon Pose
17.0,Male,51,Intermediate,Strength,Leg Press
22.1,Male,58,Advanced,Fat Loss,Running (Treadmill)
34.0,Male,53,Advanced,Strength,Overhead Press
23.8,Male,48,Intermediate,Flexibility,Hamstring Stretch (Standing)
27.4,Female,56,Advanced,Endurance,Plank
28.8,Female,19,Beginner,Fat Loss,Jump Rope
27.2,Male,53,Beginner,Endurance,Wall Sit
17.8,Male,60,Advanced,Flexibility,Child's Pose
26.2,Male,26,Beginner,Flexibility,Deep Squat Hold
33.6,Male,53,Beginner,Fat Loss,Jump Rope
16.6,Female,58,Advanced,Endurance,Wall Sit
22.1,Male,58,Advanced,Fat Loss,Burpees
28.8,Male,50,Intermediate,Endurance,Battle Ropes
16.1,Male,57,Intermediate,Endurance,Kettlebell Clean & Press
21.6,Male,25,Intermediate,Strength,Overhead Press
22.7,Male,36,Advanced,Flexibility,Pigeon Pose
22.6,Male,33,Beginner,Flexibility,Spiderman Stretch
34.0,Male,50,Beginner,Fat Loss,Kettlebell Swing
17.4,Male,39,Intermediate,Strength,T-Bar Row
17.5,Female,23,Intermediate,Flexibility,Cat-Cow Stretch
23.5,Male,18,Beginner,Endurance,Air Squats
25.7,Male,30,Intermediate,Flexibility,Forward Fold
16.5,Female,46,Advanced,Flexibility,Hamstring Stretch (Standing)
30.8,Female,27,Beginner,Flexibility,Cat-Cow Stretch
24.6,Male,47,Intermediate,Flexibility,Child's Pose
17.5,Female,21,Advanced,Strength,Lat Pulldown
32.0,Male,30,Beginner,Flexibility,Deep Squat Hold
20.7,Male,20,Beginner,Flexibility,Spiderman Stretch
16.6,Male,51,Intermediate,Endurance,Push Ups
24.1,Male,21,Advanced,Endurance,Battle Ropes
16.1,Male,57,Intermediate,Endurance,Battle Ropes
20.1,Male,53,Advanced,Endurance,Battle Ropes
31.5,Female,52,Intermediate,Fat Loss,Goblet Squat
28.7,Female,21,Beginner,Strength,Barbell Squat
23.0,Female,60,Advanced,Flexibility,Pigeon Pose
28.7,Female,21,Beginner,Strength,Machine Leg Extension
18.2,Male,34,Intermediate,Endurance,Cycling (Outdoor)
17.5,Female,21,Advanced,Strength,Lat Pulldown
31.3,Female,52,Beginner,Endurance,Plank
15.2,Female,23,Intermediate,Endurance,Kettlebell Clean & Press
25.1,Female,35,Advanced,Fat Loss,Dumbbell Lunges
22.0,Male,57,Beginner,Endurance,Running (Outdoor)
25.6,Male,51,Beginner,Strength,Dumbbell Rows
33.6,Male,38,Advanced,Flexibility,Spiderman Stretch
22.2,Male,60,Intermediate,Strength,Lat Pulldown
16.0,Female,48,Advanced,Flexibility,Deep Squat Hold
31.7,Male,37,Beginner,Strength,Machine Leg Extension
32.0,Male,30,Beginner,Flexibility,Forward Fold
31.5,Female,24,Beginner,Flexibility,Pigeon Pose
26.4,Male,50,Beginner,Fat Loss,Jumping Jacks
20.7,Male,20,Beginner,Flexibility,Child's Pose
16.5,Female,46,Advanced,Flexibility,Hamstring Stretch (Standing)
26.7,Female,39,Intermediate,Flexibility,Cat-Cow Stretch
31.5,Male,27,Intermediate,Endurance,Recumbent Bike
34.7,Female,51,Advanced,Endurance,Cycling (Outdoor)
24.9,Female,45,Beginner,Flexibility,Cat-Cow Stretch
20.1,Female,53,Beginner,Strength,Overhead Press
29.7,Male,34,Advanced,Fat Loss,Mountain Climbers
21.0,Male,20,Beginner,Endurance,Air Squats
17.1,Male,23,Advanced,Endurance,Battle Ropes
16.3,Female,47,Beginner,Strength,T-Bar Row
22.3,Male,46,Beginner,Strength,T-Bar Row
24.4,Male,35,Intermediate,Fat Loss,Goblet Squat
24.9,Female,58,Intermediate,Strength,Machine Leg Extension
27.4,Male,26,Beginner,Strength,Machine Chest Fly
31.5,Female,24,Beginner,Flexibility,Spiderman Stretch
18.5,Male,54,Intermediate,Strength,Pull Ups
18.9,Male,46,Intermediate,Flexibility,Spiderman Stretch
30.2,Female,47,Intermediate,Endurance,Kettlebell Clean & Press
32.6,Female,52,Intermediate,Flexibility,Cat-Cow Stretch
27.0,Female,55,Advanced,Endurance,Plank
16.4,Male,58,Beginner,Strength,T-Bar Row
18.5,Female,23,Beginner,Strength,T-Bar Row
25.2,Female,39,Beginner,Endurance,Battle Ropes
25.8,Male,51,Intermediate,Flexibility,Deep Squat Hold
28.7,Female,45,Beginner,Endurance,Running (Outdoor)
30.7,Female,27,Beginner,Endurance,Wall Sit
20.1,Male,53,Advanced,Endurance,Recumbent Bike
22.7,Female,34,Beginner,Endurance,Kettlebell Clean & Press
25.7,Male,35,Beginner,Fat Loss,Jumping Jacks
17.8,Female,31,Intermediate,Strength,Barbell Squat
31.2,Female,25,Beginner,Strength,Overhead Press
17.8,Female,31,Intermediate,Strength,Barbell Squat
30.2,Female,55,Beginner,Strength,Lat Pulldown
17.9,Female,45,Beginner,Endurance,Battle Ropes
34.0,Male,53,Advanced,Strength,Pull Ups
34.4,Female,35,Beginner,Strength,T-Bar Row
18.5,Female,33,Beginner,Endurance,Battle Ropes
33.7,Male,45,Advanced,Flexibility,Cat-Cow Stretch
30.9,Male,51,Advanced,Endurance,Running (Outdoor)
34.3,Female,21,Beginner,Flexibility,Forward Fold
20.6,Male,37,Beginner,Strength,Deadlift
25.3,Male,22,Intermediate,Strength,Leg Press
18.8,Female,53,Intermediate,Flexibility,Shoulder Pass-Throughs
15.5,Male,46,Intermediate,Strength,Deadlift
31.5,Female,52,Intermediate,Fat Loss,Running (Treadmill)
31.5,Female,24,Beginner,Flexibility,Spiderman Stretch
18.6,Male,27,Beginner,Strength,Leg Press
17.2,Female,58,Advanced,Endurance,Air Squats
20.6,Female,30,Advanced,Strength,Deadlift
31.3,Female,52,Beginner,Endurance,Recumbent Bike
28.7,Female,45,Beginner,Endurance,Wall Sit
33.6,Male,53,Beginner,Fat Loss,Elliptical Trainer
21.6,Female,35,Intermediate,Fat Loss,Elliptical Trainer
24.2,Female,35,Advanced,Endurance,Kettlebell Clean & Press
22.2,Male,60,Intermediate,Strength,Lat Pulldown
23.3,Female,36,Intermediate,Fat Loss,Step Ups
27.7,Female,57,Advanced,Flexibility,Child's Pose
29.4,Female,50,Beginner,Fat Loss,Elliptical Trainer
27.6,Male,58,Advanced,Endurance,Battle Ropes
18.9,Male,30,Intermediate,Strength,T-Bar Row
34.7,Male,59,Intermediate,Strength,Dumbbell Rows
22.9,Male,30,Intermediate,Fat Loss,Step Ups
23.9,Male,34,Advanced,Strength,Machine Chest Fly
33.6,Male,25,Beginner,Endurance,Cycling (Outdoor)
23.3,Female,36,Intermediate,Fat Loss,Jump Rope
15.6,Male,33,Beginner,Fat Loss,Step Ups
19.7,Male,18,Advanced,Flexibility,Spiderman Stretch
32.4,Male,50,Advanced,Endurance,Wall Sit
26.4,Male,50,Beginner,Fat Loss,Jump Rope
25.1,Female,25,Advanced,Endurance,Battle Ropes
19.4,Female,47,Advanced,Fat Loss,Jumping Jacks
18.1,Female,30,Advanced,Fat Loss,Elliptical Trainer
16.2,Female,54,Advanced,Flexibility,Spiderman Stretch
22.2,Male,60,Intermediate,Strength,Lat Pulldown
23.2,Male,58,Intermediate,Fat Loss,Kettlebell Swing
17.4,Male,39,Intermediate,Strength,Overhead Press
23.3,Male,20,Intermediate,Endurance,Plank
28.1,Female,49,Intermediate,Fat Loss,Mountain Climbers
32.1,Female,50,Advanced,Fat Loss,Running (Treadmill)
32.1,Male,58,Advanced,Endurance,Plank
19.6,Male,52,Intermediate,Endurance,Kettlebell Clean & Press
34.3,Female,36,Beginner,Endurance,Running (Outdoor)
33.6,Male,53,Beginner,Fat Loss,Elliptical Trainer
31.3,Female,52,Beginner,Endurance,Push Ups
18.6,Male,38,Intermediate,Endurance,Air Squats
19.4,Female,27,Beginner,Endurance,Push Ups
18.9,Female,60,Advanced,Flexibility,Hamstring Stretch (Standing)
30.1,Male,48,Intermediate,Fat Loss,Step Ups
32.7,Female,58,Beginner,Endurance,Push Ups
30.9,Female,57,Intermediate,Endurance,Air Squats
20.9,Male,23,Advanced,Fat Loss,Jump Rope
27.5,Male,35,Advanced,Fat Loss,Dumbbell Lunges
22.0,Male,49,Beginner,Flexibility,Child's Pose
22.5,Female,38,Advanced,Strength,Deadlift
18.0,Female,52,Intermediate,Strength,T-Bar Row
15.3,Male,26,Advanced,Endurance,Air Squats
23.5,Female,22,Beginner,Fat Loss,Dumbbell Lunges
34.6,Female,50,Advanced,Fat Loss,Elliptical Trainer
33.0,Female,24,Beginner,Fat Loss,Dumbbell Lunges
34.3,Male,59,Beginner,Fat Loss,Burpees
22.9,Male,30,Intermediate,Fat Loss,Jumping Jacks
34.5,Female,23,Advanced,Strength,Overhead Press
27.0,Female,46,Beginner,Flexibility,Shoulder Pass-Throughs
17.3,Female,54,Beginner,Fat Loss,Running (Treadmill)
26.5,Female,25,Advanced,Flexibility,Shoulder Pass-Throughs
31.7,Male,37,Beginner,Strength,Machine Leg Extension
30.1,Male,48,Intermediate,Fat Loss,Dumbbell Lunges
27.4,Male,26,Beginner,Strength,Machine Leg Extension
19.9,Male,22,Intermediate,Strength,Machine Leg Extension
24.2,Female,35,Advanced,Endurance,Cycling (Outdoor)
15.7,Female,45,Advanced,Flexibility,Shoulder Pass-Throughs
33.7,Male,45,Advanced,Flexibility,Child's Pose
29.6,Male,22,Intermediate,Endurance,Cycling (Outdoor)
25.6,Male,51,Beginner,Strength,Pull Ups
27.8,Male,46,Beginner,Fat Loss,Running (Treadmill)
16.4,Male,58,Beginner,Strength,T-Bar Row
33.7,Male,45,Advanced,Flexibility,Hamstring Stretch (Standing)
34.5,Male,18,Intermediate,Fat Loss,Jump Rope
16.5,Male,49,Beginner,Endurance,Air Squats
29.4,Female,53,Beginner,Endurance,Cycling (Outdoor)
21.5,Female,57,Intermediate,Flexibility,Child's Pose
26.3,Male,25,Beginner,Strength,Dumbbell Rows
31.5,Male,27,Intermediate,Endurance,Air Squats
21.9,Female,22,Beginner,Flexibility,Child's Pose
27.2,Male,53,Beginner,Endurance,Wall Sit
30.2,Female,55,Beginner,Strength,Leg Press
22.0,Female,30,Advanced,Endurance,Wall Sit
29.1,Female,37,Intermediate,Endurance,Push Ups
27.0,Female,23,Advanced,Endurance,Wall Sit
23.9,Male,34,Advanced,Strength,Leg Press
30.9,Male,51,Advanced,Endurance,Push Ups
29.1,Female,37,Intermediate,Endurance,Kettlebell Clean & Press
29.5,Male,49,Advanced,Flexibility,Cat-Cow Stretch
28.7,Female,45,Beginner,Endurance,Wall Sit
32.1,Female,50,Advanced,Fat Loss,Running (Treadmill)
31.2,Male,36,Intermediate,Fat Loss,Elliptical Trainer
30.3,Male,59,Beginner,Flexibility,Hamstring Stretch (Standing)
21.4,Female,55,Beginner,Flexibility,Spiderman Stretch
28.3,Female,31,Intermediate,Endurance,Running (Outdoor)
23.4,Male,19,Advanced,Flexibility,Hamstring Stretch (Standing)
29.1,Female,37,Intermediate,Endurance,Push Ups
19.2,Male,47,Beginner,Endurance,Recumbent Bike
23.7,Female,20,Intermediate,Fat Loss,Running (Treadmill)
27.4,Male,26,Beginner,Strength,Machine Leg Extension
16.7,Male,19,Advanced,Fat Loss,Jumping Jacks
19.6,Female,59,Advanced,Strength,Leg Press
24.9,Female,47,Beginner,Endurance,Wall Sit
33.1,Female,46,Intermediate,Strength,Leg Press
17.4,Male,39,Intermediate,Strength,Machine Leg Extension
22.1,Male,58,Advanced,Fat Loss,Goblet Squat
34.8,Female,50,Intermediate,Fat Loss,Running (Treadmill)
20.2,Female,19,Advanced,Fat Loss,Goblet Squat
27.1,Female,47,Intermediate,Strength,Leg Press
29.5,Female,45,Advanced,Strength,Deadlift
20.5,Male,31,Beginner,Fat Loss,Dumbbell Lunges
22.7,Female,21,Advanced,Fat Loss,Elliptical Trainer
30.1,Male,48,Intermediate,Fat Loss,Burpees
34.6,Female,50,Intermediate,Flexibility,Pigeon Pose
23.5,Female,22,Beginner,Fat Loss,Dumbbell Lunges
22.1,Male,38,Intermediate,Fat Loss,Mountain Climbers
17.1,Male,48,Advanced,Strength,Machine Leg Extension
24.2,Female,25,Intermediate,Endurance,Kettlebell Clean & Press
31.1,Female,39,Advanced,Fat Loss,Running (Treadmill)
33.6,Male,25,Beginner,Endurance,Cycling (Outdoor)
23.3,Female,36,Intermediate,Fat Loss,Step Ups
22.7,Female,34,Beginner,Endurance,Kettlebell Clean & Press
30.2,Female,47,Intermediate,Endurance,Plank
22.5,Female,59,Advanced,Strength,T-Bar Row
32.1,Male,36,Advanced,Endurance,Plank
20.6,Female,30,Advanced,Strength,Machine Chest Fly
23.1,Female,38,Advanced,Strength,Dumbbell Rows
20.9,Female,27,Intermediate,Fat Loss,Jumping Jacks
34.0,Male,32,Intermediate,Strength,Pull Ups
21.8,Female,24,Beginner,Endurance,Recumbent Bike
27.7,Female,46,Intermediate,Flexibility,Forward Fold
29.4,Female,50,Beginner,Fat Loss,Running (Treadmill)
15.7,Female,45,Advanced,Flexibility,Shoulder Pass-Throughs
30.9,Male,34,Beginner,Flexibility,Pigeon Pose
22.7,Female,30,Advanced,Endurance,Plank
22.3,Male,50,Advanced,Fat Loss,Burpees
16.7,Female,20,Intermediate,Endurance,Battle Ropes
33.4,Male,60,Intermediate,Strength,Machine Leg Extension
29.0,Male,58,Beginner,Strength,Barbell Squat
15.5,Female,25,Beginner,Strength,Barbell Squat
19.3,Male,49,Advanced,Strength,Dumbbell Rows
27.5,Male,35,Advanced,Fat Loss,Kettlebell Swing
30.7,Male,19,Beginner,Strength,Deadlift
27.7,Female,46,Intermediate,Flexibility,Forward Fold
21.7,Male,55,Beginner,Endurance,Push Ups
28.3,Female,31,Intermediate,Endurance,Wall Sit
23.5,Female,27,Advanced,Endurance,Wall Sit
22.1,Male,38,Intermediate,Fat Loss,Burpees
24.6,Male,22,Intermediate,Endurance,Plank
26.5,Female,25,Advanced,Flexibility,Deep Squat Hold
27.7,Female,26,Intermediate,Strength,Deadlift
21.8,Female,24,Beginner,Endurance,Kettlebell Clean & Press
19.0,Male,56,Intermediate,Fat Loss,Running (Treadmill)
16.6,Female,35,Advanced,Strength,Bench Press
18.6,Male,27,Beginner,Strength,Lat Pulldown
24.2,Female,25,Intermediate,Endurance,Push Ups
16.1,Female,59,Advanced,Strength,Machine Chest Fly
33.5,Male,48,Beginner,Strength,Dumbbell Rows
34.3,Male,59,Beginner,Fat Loss,Mountain Climbers
25.3,Female,37,Intermediate,Endurance,Wall Sit
22.3,Female,36,Beginner,Fat Loss,Mountain Climbers
29.6,Male,58,Beginner,Strength,T-Bar Row
29.5,Male,49,Advanced,Flexibility,Child's Pose
32.3,Female,52,Beginner,Flexibility,Pigeon Pose
33.1,Female,46,Intermediate,Strength,T-Bar Row
20.6,Female,30,Advanced,Strength,Leg Press
21.5,Male,34,Intermediate,Flexibility,Hamstring Stretch (Standing)
33.6,Male,38,Advanced,Flexibility,Shoulder Pass-Throughs
34.0,Male,53,Advanced,Strength,Overhead Press
22.0,Female,30,Advanced,Endurance,Wall Sit
24.1,Female,30,Intermediate,Fat Loss,Step Ups
16.1,Female,59,Advanced,Strength,Barbell Squat
30.7,Female,57,Beginner,Fat Loss,Jump Rope
28.4,Male,45,Advanced,Flexibility,Forward Fold
24.2,Female,25,Intermediate,Endurance,Cycling (Outdoor)
30.9,Female,35,Intermediate,Strength,Barbell Squat
16.4,Female,34,Beginner,Strength,T-Bar Row
29.9,Female,35,Advanced,Flexibility,Pigeon Pose
24.5,Female,18,Advanced,Fat Loss,Elliptical Trainer
28.7,Male,56,Intermediate,Flexibility,Forward Fold
25.1,Female,35,Advanced,Fat Loss,Goblet Squat
17.5,Female,21,Advanced,Strength,Machine Chest Fly
16.7,Male,19,Advanced,Fat Loss,Goblet Squat
24.4,Female,47,Advanced,Strength,Machine Leg Extension
23.5,Female,22,Beginner,Fat Loss,Dumbbell Lunges
32.8,Female,25,Intermediate,Strength,Pull Ups
21.0,Male,20,Beginner,Endurance,Battle Ropes
27.4,Female,56,Advanced,Endurance,Wall Sit
19.5,Male,47,Advanced,Fat Loss,Mountain Climbers
16.8,Male,51,Intermediate,Fat Loss,Elliptical Trainer
31.8,Female,47,Beginner,Flexibility,Forward Fold
23.8,Female,59,Intermediate,Fat Loss,Burpees
29.4,Female,50,Beginner,Fat Loss,Jumping Jacks
23.4,Female,46,Intermediate,Endurance,Push Ups
19.9,Female,22,Intermediate,Strength,Machine Chest Fly
23.9,Male,34,Advanced,Strength,Lat Pulldown
26.0,Male,58,Intermediate,Flexibility,Cat-Cow Stretch
22.0,Male,49,Beginner,Flexibility,Hamstring Stretch (Standing)
20.6,Female,30,Advanced,Strength,T-Bar Row
24.4,Female,47,Advanced,Strength,Deadlift
15.7,Female,45,Advanced,Flexibility,Forward Fold
24.6,Female,56,Beginner,Fat Loss,Goblet Squat
27.7,Female,26,Intermediate,Strength,Machine Leg Extension
28.7,Female,21,Beginner,Strength,T-Bar Row
19.2,Male,30,Intermediate,Flexibility,Child's Pose
27.1,Female,47,Intermediate,Strength,Lat Pulldown
15.1,Male,32,Beginner,Fat Loss,Burpees
34.3,Female,21,Beginner,Flexibility,Cat-Cow Stretch
17.1,Male,23,Advanced,Endurance,Wall Sit
30.3,Male,19,Advanced,Fat Loss,Kettlebell Swing
31.2,Female,25,Beginner,Strength,Pull Ups
19.4,Female,27,Beginner,Endurance,Push Ups
16.4,Female,34,Beginner,Strength,Machine Leg Extension
15.6,Male,20,Beginner,Fat Loss,Kettlebell Swing
30.7,Male,58,Intermediate,Strength,Lat Pulldown
30.8,Female,27,Beginner,Flexibility,Pigeon Pose
31.5,Female,24,Beginner,Flexibility,Cat-Cow Stretch
28.2,Female,18,Intermediate,Strength,Bench Press
23.3,Male,20,Intermediate,Endurance,Air Squats
18.5,Male,54,Intermediate,Strength,Barbell Squat
17.1,Female,33,Advanced,Strength,Pull Ups
21.7,Male,55,Beginner,Endurance,Plank
18.0,Female,52,Intermediate,Strength,T-Bar Row
34.7,Male,24,Beginner,Flexibility,Deep Squat Hold
33.8,Male,36,Advanced,Fat Loss,Dumbbell Lunges
25.3,Female,19,Intermediate,Flexibility,Pigeon Pose
22.3,Male,32,Beginner,Strength,Machine Leg Extension
33.9,Female,48,Intermediate,Flexibility,Child's Pose
22.1,Male,24,Advanced,Strength,Dumbbell Rows
27.8,Male,55,Beginner,Endurance,Running (Outdoor)
29.3,Female,55,Beginner,Endurance,Battle Ropes
19.0,Male,56,Intermediate,Fat Loss,Kettlebell Swing
26.1,Female,38,Intermediate,Strength,Barbell Squat
28.2,Male,45,Beginner,Flexibility,Forward Fold
17.8,Male,23,Intermediate,Fat Loss,Jumping Jacks
30.2,Female,46,Advanced,Endurance,Battle Ropes
22.1,Male,24,Advanced,Strength,Lat Pulldown
20.6,Female,30,Advanced,Strength,Machine Leg Extension
24.9,Female,45,Beginner,Flexibility,Pigeon Pose
34.7,Male,59,Intermediate,Strength,Deadlift
34.3,Female,21,Beginner,Flexibility,Forward Fold
28.6,Female,36,Advanced,Flexibility,Hamstring Stretch (Standing)
32.8,Female,25,Intermediate,Strength,Overhead Press
24.9,Female,47,Beginner,Endurance,Kettlebell Clean & Press
27.4,Female,56,Advanced,Endurance,Plank
30.3,Male,19,Advanced,Fat Loss,Burpees
25.9,Female,36,Beginner,Flexibility,Hamstring Stretch (Standing)
31.0,Female,32,Intermediate,Strength,Machine Leg Extension
18.6,Male,38,Intermediate,Endurance,Wall Sit
15.8,Female,56,Intermediate,Endurance,Recumbent Bike
33.1,Female,48,Advanced,Endurance,Battle Ropes
34.0,Male,50,Beginner,Fat Loss,Mountain Climbers
28.5,Male,58,Beginner,Endurance,Recumbent Bike
15.7,Female,18,Intermediate,Flexibility,Shoulder Pass-Throughs
34.3,Female,36,Beginner,Endurance,Running (Outdoor)
22.7,Male,36,Advanced,Flexibility,Shoulder Pass-Throughs
25.6,Male,25,Intermediate,Endurance,Air Squats
19.7,Male,18,Advanced,Flexibility,Hamstring Stretch (Standing)
34.1,Female,46,Intermediate,Endurance,Battle Ropes
25.3,Female,37,Intermediate,Endurance,Running (Outdoor)
21.1,Female,18,Beginner,Endurance,Kettlebell Clean & Press
24.1,Female,59,Intermediate,Endurance,Plank
31.5,Female,52,Intermediate,Fat Loss,Goblet Squat
23.3,Male,20,Intermediate,Endurance,Air Squats
